交易日期,契約,到期月份(週別),開盤價,最高價,最低價,收盤價,漲跌價,漲跌%,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段,價差對單式委託成交量
2023/03/28,TX,202304  ,15814,15829,15655,15690,-139,-0.88%,84158,15689,69508,15689,15693,15979,15068,,一般,,
2023/03/28,TX,202304  ,15815,15831,15722,15760,-69,-0.44%,51905,-,-,15760,15764,15979,15068,,盤後,,
2023/03/28,TX,202305  ,15776,15800,15631,15666,-135,-0.85%,1001,15666,4133,15663,15668,15946,15047,,一般,,
2023/03/28,TX,202305  ,15788,15800,15698,15734,-67,-0.42%,532,-,-,15732,15738,15946,15047,,盤後,,
2023/03/28,TX,202306  ,15708,15715,15568,15596,-140,-0.89%,136,15596,1069,15595,15602,15870,12496,,一般,,
2023/03/28,TX,202306  ,15681,15708,15632,15650,-86,-0.55%,32,-,-,15664,15670,15870,12496,,盤後,,
2023/03/28,TX,202309  ,15150,15150,15080,15080,-163,-1.07%,14,15113,390,15109,15118,15372,11969,,一般,,
2023/03/28,TX,202309  ,15168,15207,15156,15189,-54,-0.35%,22,-,-,15170,15179,15372,11969,,盤後,,
2023/03/28,TX,202312  ,15160,15160,15020,15020,-151,-1.00%,9,15041,216,15036,15046,15282,13257,,一般,,
2023/03/28,TX,202312  ,15100,15123,15080,15080,-91,-0.60%,7,-,-,15103,15112,15282,13257,,盤後,,
2023/03/28,TX,202403  ,15091,15091,14980,14980,-139,-0.92%,7,14994,93,14989,14999,15246,14451,,一般,,
2023/03/28,TX,202403  ,15070,15097,15027,15048,-71,-0.47%,15,-,-,15052,15062,15246,14451,,盤後,,
2023/03/29,TX,202304  ,15730,15787,15653,15740,51,0.33%,77212,15738,69250,15738,15740,15979,15068,,一般,,
2023/03/29,TX,202304  ,15710,15719,15642,15695,6,0.04%,40073,-,-,15691,15694,15979,15068,,盤後,,
2023/03/29,TX,202305  ,15695,15759,15629,15711,45,0.29%,1039,15712,4197,15712,15716,15946,15047,,一般,,
2023/03/29,TX,202305  ,15685,15690,15620,15671,5,0.03%,605,-,-,15665,15671,15946,15047,,盤後,,
2023/03/29,TX,202306  ,15635,15690,15565,15645,49,0.31%,72,15645,1101,15644,15649,15870,12496,,一般,,
2023/03/29,TX,202306  ,15611,15625,15576,15588,-8,-0.05%,26,-,-,15598,15603,15870,12496,,盤後,,
2023/03/29,TX,202309  ,15157,15193,15094,15155,42,0.28%,29,15155,387,15151,15156,15372,11969,,一般,,
2023/03/29,TX,202309  ,15126,15126,15088,15094,-19,-0.13%,9,-,-,15109,15117,15372,11969,,盤後,,
2023/03/29,TX,202312  ,15067,15126,15037,15049,8,0.05%,10,15080,219,15077,15083,15282,13257,,一般,,
2023/03/29,TX,202312  ,15056,15056,15015,15015,-26,-0.17%,5,-,-,15040,15047,15282,13257,,盤後,,
2023/03/29,TX,202403  ,15030,15080,15030,15032,38,0.25%,9,15032,95,15034,15040,15246,14451,,一般,,
2023/03/29,TX,202403  ,15009,15009,14970,14998,4,0.03%,5,-,-,14990,14999,15246,14451,,盤後,,
2023/03/30,TX,202304  ,15822,15862,15761,15821,83,0.53%,78724,15819,68933,15821,15826,15979,15068,,一般,,
2023/03/30,TX,202304  ,15752,15849,15742,15840,102,0.65%,36525,-,-,15840,15844,15979,15068,,盤後,,
2023/03/30,TX,202305  ,15798,15832,15736,15796,84,0.53%,1631,15792,4187,15794,15801,15946,15047,,一般,,
2023/03/30,TX,202305  ,15720,15821,15720,15821,109,0.69%,459,-,-,15812,15819,15946,15047,,盤後,,
2023/03/30,TX,202306  ,15732,15765,15670,15726,81,0.52%,113,15726,1122,15727,15734,15870,12496,,一般,,
2023/03/30,TX,202306  ,15656,15754,15654,15754,109,0.70%,50,-,-,15746,15752,15870,12496,,盤後,,
2023/03/30,TX,202309  ,15225,15257,15196,15230,75,0.49%,20,15230,384,15225,15234,15372,11969,,一般,,
2023/03/30,TX,202309  ,15185,15253,15185,15253,98,0.65%,23,-,-,15243,15253,15372,11969,,盤後,,
2023/03/30,TX,202312  ,15150,15169,15121,15158,78,0.52%,5,15158,219,15156,15166,15282,13257,,一般,,
2023/03/30,TX,202312  ,15121,15170,15121,15170,90,0.60%,5,-,-,15174,15184,15282,13257,,盤後,,
2023/03/30,TX,202403  ,15114,15145,15090,15123,91,0.61%,10,15123,94,15110,15120,15246,14451,,一般,,
2023/03/30,TX,202403  ,15088,15130,15088,15127,95,0.63%,28,-,-,15121,15131,15246,14451,,盤後,,
2023/03/31,TX,202304  ,15879,15965,15860,15864,45,0.28%,82044,15864,69836,15862,15864,15979,15068,,一般,,
2023/03/31,TX,202304  ,15830,15892,15820,15865,46,0.29%,34314,-,-,15864,15866,15979,15068,,盤後,,
2023/03/31,TX,202305  ,15849,15935,15835,15837,45,0.28%,875,15837,4429,15835,15839,15946,15047,,一般,,
2023/03/31,TX,202305  ,15801,15862,15801,15840,48,0.30%,496,-,-,15837,15841,15946,15047,,盤後,,
2023/03/31,TX,202306  ,15789,15869,15768,15771,45,0.29%,174,15771,1191,15768,15772,15870,12496,,一般,,
2023/03/31,TX,202306  ,15740,15796,15736,15782,56,0.36%,137,-,-,15771,15775,15870,12496,,盤後,,
2023/03/31,TX,202309  ,15312,15352,15272,15272,42,0.28%,30,15272,381,15266,15273,15372,11969,,一般,,
2023/03/31,TX,202309  ,15252,15292,15246,15272,42,0.28%,26,-,-,15267,15274,15372,11969,,盤後,,
2023/03/31,TX,202312  ,15248,15288,15223,15223,65,0.43%,14,15200,221,15197,15204,15288,13257,,一般,,
2023/03/31,TX,202312  ,15176,15216,15176,15204,46,0.30%,6,-,-,15198,15205,15282,13257,,盤後,,
2023/03/31,TX,202403  ,15204,15220,15164,15178,55,0.36%,28,15153,96,15150,15157,15246,14451,,一般,,
2023/03/31,TX,202403  ,15130,15176,15130,15144,21,0.14%,30,-,-,15154,15162,15246,14451,,盤後,,
2023/03/01,TX,202303/202304    ,-33,-33,-34,-34,-,-,36,-,-,-35,-34,-33,-41,,一般,799,
2023/03/01,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-34,-31,-34,-41,,盤後,461,
2023/03/01,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-52,-49,-50,-50,,一般,88,
2023/03/01,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-48,-45,-50,-50,,盤後,96,
2023/03/01,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-99,-97,-74,-101,,一般,31,
2023/03/01,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-93,-90,-74,-101,,盤後,3,
2023/03/01,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-643,-638,-603,-640,,一般,14,
2023/03/01,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-639,-633,-603,-640,,盤後,26,
2023/03/01,TX,202303/202312    ,-722,-717,-722,-718,-,-,12,-,-,-730,-724,-685,-722,,一般,10,
2023/03/01,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-728,-724,-685,-685,,盤後,2,
2023/03/01,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-18,-12,-13,-19,,一般,1,
2023/03/01,TX,202304/202305    ,-19,-19,-19,-19,-,-,12,-,-,-18,-13,-13,-19,,盤後,10,
2023/03/01,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-696,-680,-,-,,一般,1,
2023/03/01,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-50,-43,-43,-43,,盤後,3,
2023/03/01,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-,75,-80,-81,,一般,1,
2023/03/01,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-91,75,-80,-81,,盤後,1,
2023/03/02,TX,202303/202304    ,-33,-33,-36,-36,-,-,66,-,-,-36,-34,-33,-41,,一般,604,
2023/03/02,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-35,-32,-33,-41,,盤後,284,
2023/03/02,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-50,-47,-50,-50,,一般,70,
2023/03/02,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-51,-48,-50,-50,,盤後,31,
2023/03/02,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-98,-96,-74,-101,,一般,26,
2023/03/02,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-96,-92,-74,-101,,盤後,16,
2023/03/02,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-642,-637,-603,-640,,一般,15,
2023/03/02,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-638,-633,-603,-640,,盤後,34,
2023/03/02,TX,202303/202312    ,-722,-722,-722,-722,-,-,1,-,-,-722,-719,-685,-722,,一般,7,
2023/03/02,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-726,-720,-685,-722,,盤後,11,
2023/03/02,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-17,-13,-13,-19,,一般,9,
2023/03/02,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-50,-44,-43,-43,,盤後,1,
2023/03/03,TX,202303/202304    ,-34,-33,-35,-35,-,-,12,-,-,-36,-34,-33,-41,,一般,663,
2023/03/03,TX,202303/202304    ,-,-,-,-,-,-,0,-,-,-36,-34,-33,-41,,盤後,285,
2023/03/03,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-50,-47,-50,-50,,一般,108,
2023/03/03,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-51,-48,-50,-50,,盤後,51,
2023/03/03,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-99,-96,-74,-101,,一般,19,
2023/03/03,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-98,-95,-74,-101,,盤後,23,
2023/03/03,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-644,-639,-603,-640,,一般,22,
2023/03/03,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-647,-640,-603,-640,,盤後,35,
2023/03/03,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-726,-721,-685,-722,,一般,7,
2023/03/03,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-725,-720,-685,-722,,盤後,6,
2023/03/03,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-16,-13,-13,-19,,一般,10,
2023/03/03,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-16,-13,-13,-19,,盤後,2,
2023/03/03,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-696,-683,-,-,,一般,1,
2023/03/03,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-570,-538,-466,-535,,一般,1,
2023/03/03,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-570,-538,-466,-535,,盤後,7,
2023/03/06,TX,202303/202304    ,-36,-36,-36,-36,-,-,158,-,-,-36,-33,-33,-41,,一般,881,
2023/03/06,TX,202303/202304    ,-36,-36,-36,-36,-,-,1,-,-,-36,-34,-33,-41,,盤後,326,
2023/03/06,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-49,-47,-50,-50,,一般,229,
2023/03/06,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-52,-49,-50,-50,,盤後,53,
2023/03/06,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-100,-97,-74,-101,,一般,79,
2023/03/06,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-102,-99,-74,-101,,盤後,39,
2023/03/06,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-645,-640,-603,-640,,一般,102,
2023/03/06,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-656,-648,-603,-640,,盤後,30,
2023/03/06,TX,202303/202312    ,-727,-727,-727,-727,-,-,1,-,-,-726,-724,-685,-727,,一般,8,
2023/03/06,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-730,-724,-685,-722,,盤後,3,
2023/03/06,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-17,-13,-13,-19,,一般,2,
2023/03/06,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-17,-13,-13,-19,,盤後,6,
2023/03/07,TX,202303/202304    ,-34,-34,-36,-36,-,-,18,-,-,-36,-34,-33,-41,,一般,833,
2023/03/07,TX,202303/202304    ,-36,-34,-36,-34,-,-,5,-,-,-36,-33,-33,-41,,盤後,375,
2023/03/07,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-51,-49,-50,-50,,一般,114,
2023/03/07,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-51,-47,-50,-50,,盤後,33,
2023/03/07,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-103,-99,-74,-101,,一般,58,
2023/03/07,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-100,-96,-74,-101,,盤後,7,
2023/03/07,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-645,-641,-603,-640,,一般,51,
2023/03/07,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-645,-640,-603,-640,,盤後,38,
2023/03/07,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-728,-723,-685,-727,,一般,10,
2023/03/07,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-729,-723,-685,-727,,盤後,2,
2023/03/07,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-16,-13,-13,-19,,一般,3,
2023/03/07,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-16,-13,-13,-19,,盤後,2,
2023/03/08,TX,202303/202304    ,-33,-32,-33,-32,-,-,253,-,-,-34,-32,-32,-41,,一般,1055,
2023/03/08,TX,202303/202304    ,-37,-37,-37,-37,-,-,1,-,-,-35,-32,-33,-41,,盤後,893,
2023/03/08,TX,202303/202305    ,-47,-47,-47,-47,-,-,7,-,-,-48,-45,-47,-50,,一般,139,
2023/03/08,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-49,-46,-50,-50,,盤後,161,
2023/03/08,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-98,-95,-74,-101,,一般,41,
2023/03/08,TX,202303/202306    ,-98,-98,-98,-98,-,-,1,-,-,-99,-96,-74,-101,,盤後,33,
2023/03/08,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-642,-637,-603,-640,,一般,14,
2023/03/08,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-648,-641,-603,-640,,盤後,19,
2023/03/08,TX,202303/202312    ,-721,-719,-721,-719,-,-,3,-,-,-723,-719,-685,-727,,一般,4,
2023/03/08,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-724,-718,-685,-727,,盤後,15,
2023/03/08,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-15,-12,-13,-19,,一般,14,
2023/03/08,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-16,-13,-13,-19,,盤後,10,
2023/03/09,TX,202303/202304    ,-34,-30,-34,-30,-,-,509,-,-,-32,-30,-30,-41,,一般,927,
2023/03/09,TX,202303/202304    ,-34,-33,-34,-33,-,-,185,-,-,-36,-33,-32,-41,,盤後,881,
2023/03/09,TX,202303/202305    ,-47,-45,-47,-45,-,-,5,-,-,-44,-42,-45,-50,,一般,58,
2023/03/09,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-51,-47,-47,-50,,盤後,94,
2023/03/09,TX,202303/202306    ,-95,-95,-96,-96,-,-,10,-,-,-93,-90,-74,-101,,一般,21,
2023/03/09,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-100,-97,-74,-101,,盤後,29,
2023/03/09,TX,202303/202309    ,-642,-642,-642,-642,-,-,1,-,-,-639,-633,-603,-642,,一般,2,
2023/03/09,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-648,-642,-603,-640,,盤後,25,
2023/03/09,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-719,-713,-685,-727,,一般,7,
2023/03/09,TX,202303/202312    ,-721,-721,-721,-721,-,-,1,-,-,-728,-722,-685,-727,,盤後,8,
2023/03/09,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-15,-12,-13,-19,,一般,28,
2023/03/09,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-16,-13,-13,-19,,盤後,13,
2023/03/09,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-,0,-,-,,一般,11,
2023/03/09,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-64,0,-,-,,盤後,16,
2023/03/09,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-50,-46,-43,-43,,一般,1,
2023/03/09,TX,202309/202312    ,-81,-81,-81,-81,-,-,3,-,-,-82,75,-80,-81,,一般,0,
2023/03/10,TX,202303/202304    ,-27,-22,-33,-32,-,-,1070,-,-,-33,-32,-22,-41,,一般,4033,
2023/03/10,TX,202303/202304    ,-30,-26,-30,-26,-,-,9,-,-,-26,-25,-26,-41,,盤後,1745,
2023/03/10,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-43,-40,-41,-50,,一般,193,
2023/03/10,TX,202303/202305    ,-41,-41,-41,-41,-,-,15,-,-,-38,-34,-41,-50,,盤後,111,
2023/03/10,TX,202303/202306    ,-82,-82,-82,-82,-,-,2,-,-,-85,-83,-74,-101,,一般,32,
2023/03/10,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-83,-74,-74,-101,,盤後,38,
2023/03/10,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-620,-608,-603,-642,,一般,14,
2023/03/10,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-634,-619,-603,-642,,盤後,6,
2023/03/10,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-700,-688,-685,-727,,一般,20,
2023/03/10,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-713,-699,-685,-727,,盤後,11,
2023/03/10,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-11,-8,-13,-19,,一般,63,
2023/03/10,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-13,-9,-13,-19,,盤後,65,
2023/03/10,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-673,0,-,-,,一般,4,
2023/03/10,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-690,0,-,-,,盤後,2,
2023/03/10,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-50,-40,-43,-43,,盤後,4,
2023/03/10,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-540,-490,-466,-535,,一般,3,
2023/03/10,TX,202306/202309    ,-,-,-,-,-,-,0,-,-,-549,-490,-466,-535,,盤後,1,
2023/03/10,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-82,75,-80,-81,,一般,10,
2023/03/10,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-82,75,-80,-81,,盤後,6,
2023/03/13,TX,202303/202304    ,-36,-29,-60,-45,-,-,20089,-,-,-47,-45,-22,-60,,一般,9607,
2023/03/13,TX,202303/202304    ,-33,-33,-33,-33,-,-,2,-,-,-36,-33,-22,-41,,盤後,2475,
2023/03/13,TX,202303/202305    ,-41,-41,-74,-74,-,-,15,-,-,-78,-58,-41,-74,,一般,163,
2023/03/13,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-46,-44,-41,-50,,盤後,97,
2023/03/13,TX,202303/202306    ,-90,-89,-101,-101,-,-,35,-,-,-119,-101,-74,-101,,一般,57,
2023/03/13,TX,202303/202306    ,-87,-87,-87,-87,-,-,3,-,-,-90,-85,-74,-101,,盤後,22,
2023/03/13,TX,202303/202309    ,-645,-644,-645,-644,-,-,2,-,-,-664,-641,-603,-645,,一般,26,
2023/03/13,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-627,-617,-603,-642,,盤後,23,
2023/03/13,TX,202303/202312    ,-705,-705,-721,-721,-,-,2,-,-,-734,-728,-685,-727,,一般,8,
2023/03/13,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-708,-696,-685,-727,,盤後,9,
2023/03/13,TX,202304/202305    ,-8,-8,-13,-13,-,-,5,-,-,-16,-14,-8,-19,,一般,137,
2023/03/13,TX,202304/202305    ,-8,-8,-11,-11,-,-,3,-,-,-12,-9,-8,-19,,盤後,34,
2023/03/13,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-692,-654,-,-,,一般,1,
2023/03/13,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-670,-660,-,-,,盤後,1,
2023/03/13,TX,202305/202306    ,-45,-45,-45,-45,-,-,1,-,-,-50,-46,-43,-45,,一般,19,
2023/03/13,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-45,-41,-43,-43,,盤後,4,
2023/03/13,TX,202309/202312    ,-80,-80,-81,-81,-,-,5,-,-,-82,75,-80,-81,,盤後,0,
2023/03/14,TX,202303/202304    ,-44,-34,-70,-64,-,-,10371,-,-,-69,-65,-22,-70,,一般,9441,
2023/03/14,TX,202303/202304    ,-45,-39,-48,-47,-,-,302,-,-,-47,-44,-22,-60,,盤後,4051,
2023/03/14,TX,202303/202305    ,-60,-60,-60,-60,-,-,1,-,-,-95,-77,-41,-74,,一般,130,
2023/03/14,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-62,-56,-41,-74,,盤後,84,
2023/03/14,TX,202303/202306    ,-,-,-,-,-,-,0,-,-,-159,-111,-74,-105,,一般,14,
2023/03/14,TX,202303/202306    ,-105,-105,-105,-105,-,-,1,-,-,-107,-98,-74,-105,,盤後,23,
2023/03/14,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-647,-626,-603,-645,,一般,6,
2023/03/14,TX,202303/202309    ,-645,-645,-645,-645,-,-,1,-,-,-632,-624,-603,-645,,盤後,12,
2023/03/14,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-718,-701,-685,-727,,一般,12,
2023/03/14,TX,202303/202312    ,-704,-704,-704,-704,-,-,1,-,-,-716,-703,-685,-727,,盤後,10,
2023/03/14,TX,202304/202305    ,-15,-15,-15,-15,-,-,2,-,-,-15,-12,-8,-19,,一般,217,
2023/03/14,TX,202304/202305    ,-14,-14,-17,-17,-,-,3,-,-,-16,-13,-8,-19,,盤後,195,
2023/03/14,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-,0,-,-,,盤後,2,
2023/03/14,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-660,-642,-,-,,一般,4,
2023/03/14,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-673,-658,-,-,,盤後,4,
2023/03/14,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-46,-42,-43,-45,,一般,9,
2023/03/14,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-46,-39,-43,-45,,盤後,12,
2023/03/14,TX,202306/202309    ,-535,-535,-535,-535,-,-,1,-,-,-542,-490,-466,-535,,盤後,1,
2023/03/14,TX,202309/202312    ,-78,-76,-78,-76,-,-,3,-,-,-79,-70,-76,-81,,一般,7,
2023/03/14,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-82,75,-80,-81,,盤後,3,
2023/03/15,TX,202303/202304    ,-75,-53,-100,-53,-,-,3609,-,-,-,-,-22,-100,,一般,8364,
2023/03/15,TX,202303/202304    ,-68,-65,-72,-66,-,-,270,-,-,-74,-70,-22,-72,,盤後,2575,
2023/03/15,TX,202303/202305    ,-,-,-,-,-,-,0,-,-,-,-,-41,-81,,一般,13,
2023/03/15,TX,202303/202305    ,-81,-81,-81,-81,-,-,1,-,-,-98,-83,-41,-81,,盤後,29,
2023/03/15,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-,-,-603,-645,,一般,5,
2023/03/15,TX,202303/202309    ,-,-,-,-,-,-,0,-,-,-656,-643,-603,-645,,盤後,7,
2023/03/15,TX,202303/202312    ,-726,-726,-726,-726,-,-,1,-,-,-,-,-685,-727,,一般,8,
2023/03/15,TX,202303/202312    ,-,-,-,-,-,-,0,-,-,-729,-715,-685,-727,,盤後,8,
2023/03/15,TX,202304/202305    ,-22,-19,-22,-21,-,-,18,-,-,-21,-19,-8,-22,,一般,575,
2023/03/15,TX,202304/202305    ,-16,-16,-17,-17,-,-,14,-,-,-23,-17,-8,-19,,盤後,159,
2023/03/15,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-72,-68,-,-,,一般,15,
2023/03/15,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-74,-62,-,-,,盤後,11,
2023/03/15,TX,202304/202309    ,-,-,-,-,-,-,0,-,-,-591,-581,-,-,,一般,10,
2023/03/15,TX,202304/202309    ,-,-,-,-,-,-,0,-,-,-586,-571,-,-,,盤後,2,
2023/03/15,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-663,-651,-,-,,一般,17,
2023/03/15,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-655,-648,-,-,,盤後,11,
2023/03/15,TX,202305/202306    ,-53,-53,-54,-54,-,-,4,-,-,-55,-50,-43,-54,,一般,13,
2023/03/15,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-50,-42,-43,-45,,盤後,8,
2023/03/15,TX,202305/202312    ,-,-,-,-,-,-,0,-,-,-,25,-,-,,一般,1,
2023/03/15,TX,202306/202309    ,-502,-502,-502,-502,-,-,1,-,-,-550,-515,-466,-535,,一般,1,
2023/03/15,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-81,-71,-76,-81,,盤後,2,
2023/03/16,TX,202304/202305    ,-21,-21,-21,-21,-,-,1,-,-,-24,-21,-8,-22,,一般,768,
2023/03/16,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-22,-19,-8,-22,,盤後,776,
2023/03/16,TX,202304/202306    ,-73,-73,-75,-75,-,-,4,-,-,-75,-73,-69,-75,,一般,119,
2023/03/16,TX,202304/202306    ,-69,-69,-69,-69,-,-,1,-,-,-74,-70,-69,-69,,盤後,110,
2023/03/16,TX,202304/202309    ,-582,-579,-582,-579,-,-,4,-,-,-582,-577,-579,-582,,一般,14,
2023/03/16,TX,202304/202309    ,-,-,-,-,-,-,0,-,-,-581,-575,-,-,,盤後,24,
2023/03/16,TX,202304/202312    ,-653,-650,-655,-652,-,-,6,-,-,-654,-649,-650,-655,,一般,15,
2023/03/16,TX,202304/202312    ,-,-,-,-,-,-,0,-,-,-650,-643,-,-,,盤後,24,
2023/03/16,TX,202304/202403    ,-713,-712,-713,-712,-,-,2,-,-,-714,-708,-712,-713,,一般,26,
2023/03/16,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-55,-49,-43,-54,,一般,4,
2023/03/16,TX,202305/202306    ,-,-,-,-,-,-,0,-,-,-54,-49,-43,-54,,盤後,5,
2023/03/16,TX,202305/202312    ,-,-,-,-,-,-,0,-,-,-633,-620,-,-,,盤後,4,
2023/03/16,TX,202305/202403    ,-,-,-,-,-,-,0,-,-,-,0,-,-,,一般,1,
2023/03/16,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-87,-70,-76,-81,,一般,3,
2023/03/16,TX,202309/202312    ,-,-,-,-,-,-,0,-,-,-77,-60,-76,-81,,盤後,1,
2023/03/17,TX,202304/202305    ,-,-,-,-,-,-,0,-,-,-27,-25,-8,-24,,一般,759,
2023/03/17,TX,202304/202305    ,-24,-22,-24,-22,-,-,5,-,-,-26,-23,-8,-24,,盤後,614,
2023/03/17,TX,202304/202306    ,-77,-77,-79,-79,-,-,17,-,-,-84,-82,-69,-79,,一般,82,
2023/03/17,TX,202304/202306    ,-,-,-,-,-,-,0,-,-,-80,-74,-69,-75,,盤後,84,
2023/03/17,TX,202304/202309    ,-584,-581,-584,-581,-,-,3,-,-,-586,-583,-579,-584,,一般,10,
2023/03/17,TX,202304/202309    ,-,-,-,-,-,-,0,-,-,-582,-577,-579,-582,,盤後,17,
2023/03/17,TX,202304/202312    ,-656,-656,-656,-656,-,-,1,-,-,-656,-650,-650,-656,,一般,20,
